index,split
148977,train
156670,train
61799,train
114226,train
47162,train
200027,train
163859,train
207731,train
190605,train
75807,train
117386,train
74357,train
54342,train
213220,train
179585,train
89076,train
40622,train
208668,train
7043,train
176318,train
61817,train
199574,train
75842,train
197365,train
219330,train
184053,train
11097,train
187725,train
60534,train
162306,train
204006,train
40117,train
16672,train
67149,train
189646,train
132001,train
166638,train
100134,train
205175,train
154139,train
15808,train
48747,train
202127,train
195418,train
174446,train
216855,train
106275,train
200959,train
219107,train
96861,train
140142,train
108258,train
47898,train
4034,train
106683,train
147320,train
211683,train
222881,train
153562,train
25448,train
37709,train
126367,train
106049,train
27229,train
15246,train
138198,train
58283,train
65273,train
94292,train
50807,train
192387,train
193906,train
47347,train
52723,train
160554,train
191122,train
101492,train
214515,train
193267,train
80463,train
42608,train
203814,train
5841,train
165665,train
203363,train
96638,train
110615,train
170763,train
275,train
201396,train
202877,train
171237,train
173192,train
11843,train
51949,train
130320,train
43933,train
206372,train
138773,train
86789,train
31298,train
213742,train
130878,train
71353,train
100132,train
125342,train
117538,train
174408,train
92110,train
150087,train
108056,train
82692,train
204683,train
41462,train
166711,train
214058,train
7034,train
9662,train
187835,train
214593,train
181562,train
159416,train
61600,train
214930,train
61213,train
168209,train
190965,train
184478,train
220160,train
147847,train
207243,train
211102,train
101530,train
158703,train
70145,train
15449,train
40409,train
134261,train
138618,train
3744,train
14794,train
142492,train
37323,train
148623,train
181265,train
195710,train
210352,train
200871,train
144033,train
213895,train
137238,train
222413,train
210182,train
164561,train
151750,train
83724,train
141991,train
132540,train
80577,train
119693,train
35317,train
150484,train
171701,train
196507,train
207968,train
136485,train
118468,train
30190,train
28459,train
43216,train
215635,train
54427,train
13898,train
143688,train
141584,train
142310,train
12213,train
11611,train
44300,train
193459,train
84665,train
53721,train
63044,train
68316,train
20359,train
98019,train
138863,train
221339,train
62731,train
167383,train
145375,train
93563,train
204868,train
94205,train
122847,train
137707,train
199394,train
15451,train
185555,train
71073,train
200164,train
220481,train
215508,train
203207,train
179869,train
186990,train
214659,train
65417,train
208638,train
24486,train
219920,train
125337,train
176417,train
38997,train
77322,train
206811,train
112466,train
173812,train
182032,train
180541,train
19152,train
205889,train
28167,train
45334,train
166396,train
109010,train
92262,train
153609,train
82978,train
36473,train
219832,train
202238,train
190368,train
197284,train
165823,train
95751,train
122849,train
150070,train
36149,train
170669,train
62980,train
184776,train
108878,train
220940,train
33793,train
198413,train
204565,train
206865,train
62331,train
220730,train
29259,train
20475,train
13097,train
31653,train
213657,train
148593,train
100993,train
194410,train
20787,train
202797,train
170212,train
47652,train
166970,train
38310,train
202063,train
215907,train
184838,train
167317,train
46340,train
135821,train
170061,train
180004,train
78522,train
186108,train
97866,train
166938,train
190055,train
89493,train
154756,train
109521,train
33603,train
102067,train
24249,train
35443,train
170411,train
215998,train
196317,train
49742,train
129108,train
159450,train
211428,train
216628,train
221970,train
195398,train
147668,train
145126,train
168145,train
836,train
32156,train
34287,train
187847,train
174067,train
38623,train
209896,train
7234,train
217406,train
31541,train
62193,train
75731,train
205087,train
34875,train
161821,train
222213,train
131114,train
198396,train
113043,train
221644,train
72198,train
9413,train
19039,train
104410,train
156301,train
189859,train
184831,train
117973,train
131910,train
5064,train
179346,train
74294,train
103603,train
8307,train
140088,train
121183,train
20311,train
39119,train
188525,train
129158,train
158891,train
205990,train
57855,train
213733,train
217621,train
115015,train
67164,train
216931,train
220906,train
110579,train
218214,train
104655,train
152760,train
158746,train
13735,train
28619,train
128787,train
178057,train
132667,train
208273,train
79448,train
130670,train
72197,train
120120,train
67143,train
209835,train
9009,train
38397,train
86758,train
134239,train
129365,train
217500,train
71305,train
212482,train
137263,train
115969,train
163879,train
156739,train
13230,train
212746,train
169411,train
121623,train
54564,train
92545,train
9119,train
70862,train
135436,train
49570,train
143616,train
219248,train
82753,train
149841,train
215475,train
202654,train
222596,train
207645,train
214098,train
99587,train
51548,train
156987,train
101845,train
39485,train
181408,train
36962,train
189284,train
152115,train
195696,train
15398,train
40303,train
17697,train
176374,train
193415,train
53761,train
171145,train
180622,train
159586,train
193424,train
124510,train
79197,train
25197,train
24427,train
6547,train
41459,train
80575,train
200958,train
175135,train
129451,train
203053,train
152394,train
90538,train
93293,train
218159,train
54044,train
192625,train
117864,train
193394,train
168340,train
221909,train
33716,train
177725,train
205566,train
158298,train
37668,train
215180,train
36455,train
203925,train
81613,train
50051,train
188710,train
215159,train
95126,train
60970,train
62560,train
186598,train
43240,train
155356,train
62737,train
192844,train
196966,train
70146,train
122029,train
38313,train
221585,train
15120,train
183118,train
26653,train
27698,train
59936,train
202324,train
186595,train
199518,train
169645,train
65270,train
195881,train
178981,train
86057,train
127559,train
181182,train
44093,train
31895,train
162383,train
187295,train
41231,train
188638,train
221826,train
181317,train
177404,train
199434,train
217346,train
186564,train
166693,train
99986,train
177138,train
96774,train
218126,train
201455,train
33993,train
191117,train
5097,train
108556,train
127381,train
94638,train
80180,train
54114,train
85534,train
51272,train
29165,train
193744,train
194944,train
156500,train
104847,train
102855,train
41991,train
19038,train
69595,train
77283,train
96895,train
160903,train
86790,train
30255,train
127131,train
11366,train
201696,train
221657,train
11647,train
40882,train
220627,train
3017,train
207198,train
178041,train
178432,train
122247,train
14358,train
157085,train
187550,train
97518,train
196492,train
202588,train
138627,train
181604,train
67811,train
171391,train
186957,train
725,train
165784,train
113641,train
201231,train
135071,train
74567,train
187324,train
216298,train
34808,train
153421,train
29499,train
191049,train
177714,train
109625,train
164012,train
2700,train
176372,train
191536,train
6550,train
189905,train
113979,train
73361,train
199674,train
223069,train
219698,train
208616,train
221600,train
56136,train
156616,train
191219,train
207625,train
185989,train
210208,train
158299,train
102080,train
156016,train
26745,train
171297,train
133280,train
151827,train
78895,train
187838,train
144947,train
54060,train
42712,train
89432,train
188959,train
202467,train
174103,train
213809,train
202849,train
141995,train
160042,train
203036,train
210586,train
85105,train
146073,train
3654,train
32240,train
208617,train
210010,train
187143,train
35753,train
74046,train
219492,train
61214,train
46187,train
85871,train
67860,train
33514,train
206572,train
144487,train
141291,train
132347,train
2742,train
115243,train
18364,train
115051,train
183257,train
219779,train
124436,train
181644,train
182182,train
27387,train
3331,train
123921,train
84053,train
220186,train
150482,train
203136,train
49219,train
181718,train
177527,train
165170,train
178982,train
9671,train
113603,train
53706,train
180975,train
157185,train
186916,train
209598,train
126469,train
223273,train
172645,train
183812,train
147861,train
124598,train
14555,train
163345,train
209736,train
15352,train
176344,train
25524,train
44578,train
202883,train
204797,train
158659,train
137845,train
82507,train
137879,train
75098,train
95175,train
46510,train
196605,train
180731,train
208448,train
191123,train
48210,train
104551,train
77164,train
120748,train
201089,train
106012,train
195880,train
2456,train
108810,train
190428,train
181981,train
160262,train
63723,train
31933,train
2975,train
126859,train
42496,train
3919,train
188918,train
202763,train
167942,train
104490,train
217525,train
102955,train
20706,train
25484,train
42570,train
198395,train
8602,train
212924,train
2048,train
63214,train
199718,train
187811,train
81748,train
10357,train
93018,train
48161,train
203519,train
206890,train
181664,train
204906,train
139704,train
75703,train
22096,train
31916,train
24811,train
54421,train
196532,train
173413,train
212828,train
193425,train
129916,train
204635,train
206017,train
71537,train
192761,train
130705,train
65268,train
108504,train
180276,train
76226,train
181239,train
29475,train
214011,train
188506,train
118062,train
19353,train
15910,train
62058,train
24322,train
208718,train
17163,train
181209,train
133486,train
123729,train
172628,train
192392,train
162427,train
60809,train
222610,train
217888,train
109235,train
213771,train
69866,train
26009,train
203860,train
141419,train
72362,train
135228,train
164543,train
203637,train
146123,train
159176,train
37905,train
178575,train
175866,train
162643,train
113566,train
221510,train
47625,train
206667,train
96538,train
33605,train
133338,train
107477,train
42053,train
177136,train
28078,train
176224,train
128392,train
153672,train
150789,train
121412,train
172830,train
184353,train
222736,train
162960,train
53940,train
207530,train
106436,train
8580,train
127473,train
147939,train
128908,train
84991,train
76228,train
39592,train
32636,train
197275,train
202585,train
43117,train
111440,train
7655,train
174105,train
214494,train
53083,train
90528,train
169633,train
82926,train
178614,train
204574,train
72695,train
177896,train
194943,train
204914,train
185292,train
199041,train
43654,train
37412,train
82256,train
217771,train
62732,train
81323,train
185183,train
140482,train
222337,train
47719,train
143191,train
163412,train
119874,train
180029,train
143574,train
102069,train
113085,train
195198,train
186199,train
25180,train
193736,train
184286,train
195349,train
13269,train
222778,train
212841,train
54563,train
209123,train
134236,train
209169,train
192216,train
149997,train
192121,train
143280,train
103601,train
99985,train
139760,train
198914,train
220953,train
85926,train
132628,train
172014,train
163932,train
138650,train
105109,train
35262,train
194812,train
177713,train
159304,train
129455,train
210684,train
191620,train
19180,train
213736,train
50898,train
185570,train
188111,train
94208,train
123098,train
174310,train
197952,train
38331,train
97043,train
102527,train
69965,train
37670,train
80059,train
209102,train
223021,train
167318,train
199686,train
17978,train
30101,train
127290,train
56074,train
33153,train
15168,train
176438,train
24073,train
41642,train
15915,train
213861,train
109230,train
30891,train
3510,train
7662,train
75729,train
66393,train
51918,train
191345,train
113309,train
107533,train
221219,train
41481,train
194240,train
205185,train
34496,train
188709,train
55844,train
135097,train
25749,train
70344,train
184593,train
134363,train
80062,train
61332,train
40227,train
71330,train
8187,train
81493,train
134444,train
27534,train
53728,train
137288,train
35781,train
34767,train
41817,train
202264,train
75699,train
200352,train
206136,train
47922,train
193265,train
90222,train
10894,train
97257,train
133869,train
221746,train
90932,train
182696,train
153420,train
200126,train
3513,train
164892,train
124987,train
202473,train
167122,train
201594,train
119571,train
162485,train
174644,train
157129,train
97773,train
66466,train
84382,train
106428,train
144362,train
50892,train
90221,train
118119,train
171121,train
10279,train
113369,train
167511,train
93653,train
217185,train
10448,train
218658,train
15878,train
147574,train
204106,train
167896,train
178197,train
180307,train
44718,train
117597,train
90457,train
173105,train
222835,train
78790,train
167047,train
48418,train
172052,train
75728,train
126402,train
153443,train
47444,train
171392,train
156304,train
21695,train
130164,train
132404,train
16999,train
216520,train
171894,train
156257,train
20232,train
152543,train
204629,train
54061,train
208884,train
131647,train
81052,train
184285,train
28783,train
111291,train
191909,train
36269,train
155248,train
210351,train
151640,train
183119,train
116243,train
116012,train
213743,train
187850,train
117658,train
64336,train
154696,train
56323,train
139706,train
200993,train
209810,train
209738,train
169709,train
128320,train
172133,train
122967,train
61330,train
17294,train
135664,train
101509,train
139131,train
111534,train
162220,train
12174,train
160254,train
216636,train
71028,train
113983,train
177403,train
149428,train
59609,train
45115,train
206199,train
148313,train
168534,train
187149,train
199079,train
187724,train
187151,train
202392,train
64308,train
197793,train
188789,train
154137,train
71059,train
182382,train
50440,train
93208,train
167676,train
103387,train
219970,train
141980,train
191526,train
204682,train
117595,train
117042,train
222197,train
39034,train
127952,train
113643,train
119191,train
127757,train
151007,train
157921,train
216499,train
59025,train
134403,train
219234,train
191990,train
208517,train
76513,train
205101,train
26324,train
141699,train
39502,train
141580,train
175348,train
212245,train
165546,train
33860,train
81391,train
124844,train
77665,train
42531,train
207414,train
85155,train
207931,train
82781,train
152114,train
169407,train
97617,train
75222,train
33038,train
184652,train
191772,train
168146,train
188912,train
215010,train
220956,train
39474,train
31543,train
215007,train
216299,train
178286,train
153637,train
180533,train
212711,train
102932,train
89479,train
178058,train
182531,train
190317,train
87203,train
40107,train
30594,train
98018,train
193363,train
92107,train
208515,train
190961,train
200648,train
215344,train
222998,train
182698,train
187657,train
28560,train
132657,train
74481,train
94028,train
132824,train
112130,train
45501,train
16699,train
179194,train
75944,train
93340,train
67906,train
79098,train
220255,train
9581,train
11507,train
189146,train
89466,train
186623,train
206122,train
116975,train
192215,train
12937,train
96205,train
71708,train
186585,train
78713,train
170558,train
27533,train
101493,train
146816,train
154630,train
163919,train
58474,train
220119,train
140141,train
211892,train
87520,train
41479,train
203012,train
11874,train
163210,train
43674,train
149489,train
180772,train
41793,train
100193,train
44170,train
190810,train
212214,train
9672,train
180420,train
54094,train
162772,train
70302,train
155677,train
61902,train
125978,train
19513,train
206280,train
131892,train
55077,train
48968,train
219335,train
59601,train
82344,train
137627,train
143058,train
95460,train
182689,train
123726,train
201775,train
4219,train
80155,train
34223,train
137550,train
72199,train
87827,train
169711,train
171349,train
88639,train
42653,train
133849,train
178983,train
117351,train
170632,train
197922,train
207856,train
150747,train
130188,train
182001,train
1882,train
25481,train
70376,train
117542,train
197026,train
83752,train
184837,train
78014,train
216498,train
214373,train
197579,train
165050,train
171975,train
72957,train
37115,train
26808,train
137181,train
210581,train
142152,train
180306,train
221960,train
192826,train
25712,train
154645,train
121665,train
70641,train
115251,train
7185,train
113372,train
71922,train
6671,train
8804,train
200975,train
146350,train
185156,train
73383,train
182253,train
3247,train
40447,train
206976,train
209220,train
171376,train
99194,train
158550,train
200818,train
47346,train
132002,train
218825,train
189915,train
71340,train
220907,train
43323,train
16783,train
99942,train
216958,train
61797,train
223123,train
193282,train
186298,train
185508,train
91538,train
26245,train
214828,train
17172,train
5342,train
181240,train
168763,train
134241,train
64808,train
46545,train
204233,train
206329,train
115974,train
131155,train
106685,train
203999,train
194427,train
216276,train
191479,train
60237,train
82788,train
132970,train
90127,train
185663,train
89231,train
95692,train
209388,train
172745,train
22624,train
145559,train
151519,train
208750,train
47656,train
60060,train
221434,train
188013,train
201711,train
166677,train
62562,train
13828,train
207109,train
173619,train
33676,train
19515,train
211585,train
191722,train
95896,train
138024,train
128318,train
222392,train
33857,train
52665,train
109980,train
93016,train
109632,train
118172,train
42435,train
177960,train
220780,train
179323,train
32044,train
211295,train
213173,train
91082,train
214909,train
197921,train
208645,train
21511,train
176418,train
86609,train
93866,train
106056,train
216467,train
138620,train
43718,train
52993,train
84974,train
114225,train
211230,train
84598,train
39033,train
29506,train
97804,train
45213,train
79294,train
82185,train
90716,train
130718,train
69906,train
163878,train
92265,train
133612,train
67644,train
219746,train
200709,train
116242,train
60925,train
46392,train
214537,train
9613,train
205058,train
10905,train
121138,train
216901,train
203468,train
95890,train
31434,train
126909,train
123678,train
142479,train
124832,train
181754,train
92257,train
48004,train
209249,train
105817,train
204444,train
79944,train
192381,train
199987,train
183061,train
139134,train
210926,train
28280,train
52266,train
27582,train
221436,train
40451,train
13502,train
164793,train
773,train
51280,train
58481,train
134670,train
92283,train
25018,train
184915,train
140957,train
57380,train
190542,train
69071,train
118312,train
96223,train
89035,train
207832,train
7474,train
36798,train
64955,train
135883,train
8252,train
217984,train
180419,train
211577,train
40240,train
208772,train
218052,train
97936,train
117313,train
169089,train
174996,train
165220,train
158533,train
146973,train
23805,train
163918,train
187097,train
22935,train
17486,train
86643,train
148312,train
205694,train
76382,train
37711,train
117518,train
131797,train
10121,train
47518,train
111309,train
99321,train
188875,train
98133,train
191100,train
27664,train
208115,train
132397,train
44089,train
53737,train
39431,train
185713,train
135822,train
206380,train
19184,train
140589,train
69597,train
193526,train
215428,train
19970,train
203892,train
157136,train
85631,train
99013,train
107046,train
199189,train
93330,train
187413,train
36150,train
66540,train
198400,train
162020,train
76587,train
171192,train
13446,train
97856,train
46919,train
128660,train
192915,train
105943,train
212881,train
204134,train
10728,train
180030,train
181755,train
222036,train
124966,train
201050,train
130162,train
102261,train
192809,train
13268,train
196998,train
51975,train
155247,train
170063,train
94756,train
176379,train
35058,train
223176,train
58478,train
28785,train
148624,train
189647,train
173546,train
9164,train
183210,train
112651,train
97868,train
98620,train
31821,train
29682,train
199855,train
68241,train
195478,train
201213,train
145198,train
42880,train
174323,train
38175,train
157174,train
139689,train
152677,train
142616,train
79402,train
195831,train
212525,train
20095,train
119195,train
194504,train
68243,train
34884,train
106381,train
6688,train
76391,train
202113,train
31823,train
124731,train
13942,train
217993,train
132653,train
126374,train
163427,train
184830,train
174630,train
199724,train
71232,train
36666,train
206350,train
170178,train
210031,train
33115,train
172316,train
182978,train
206219,train
174158,train
50217,train
133938,train
146203,train
166868,train
193358,train
222600,train
85612,train
193972,train
69721,train
168533,train
12175,train
27142,train
199576,train
133256,train
195857,train
195348,train
208733,train
67147,train
1052,train
61574,train
207877,train
142148,train
119274,train
68778,train
114154,train
203278,train
27178,train
39320,train
108054,train
94439,train
212604,train
146122,train
113611,train
49410,train
217404,train
191201,train
91801,train
68933,train
49409,train
118099,train
217368,train
206444,train
209837,train
195668,train
217113,train
34015,train
101816,train
99218,train
222846,train
110140,train
12046,train
172086,train
50396,train
165714,train
222654,train
181406,train
190096,train
90612,train
94394,train
182545,train
199687,train
203636,train
191443,train
158341,train
93253,train
105592,train
210828,train
168741,train
219567,train
130407,train
94547,train
138263,train
139956,train
162569,train
175867,train
92603,train
147724,train
56281,train
82057,train
191280,train
213523,train
185668,train
26130,train
91910,train
68937,train
14552,train
13641,train
2046,train
68921,train
147168,train
115148,train
108308,train
66775,train
21992,train
35948,train
33792,train
223323,train
195142,train
63974,train
161709,train
217647,train
166869,train
217804,train
162857,train
213039,train
130456,train
158705,train
33996,train
220671,train
128751,train
50063,train
80591,train
127756,train
175043,train
203815,train
39472,train
156753,train
217191,train
23799,train
90715,train
21571,train
132640,train
177897,train
155772,train
32375,train
179538,train
141987,train
207933,train
212657,train
38173,train
90456,train
105129,train
171798,train
5612,train
48136,train
22790,train
56076,train
119831,train
29220,train
193609,train
112612,train
168573,train
174629,train
108192,train
109135,train
209785,train
19971,train
44437,train
209784,train
177137,train
148122,train
57158,train
102082,train
16667,train
204040,train
208032,train
60411,train
52448,train
191855,train
86342,train
117630,train
67708,train
128125,train
207797,train
117400,train
7989,train
12216,train
157310,train
143175,train
169632,train
193349,train
149742,train
203138,train
94851,train
58164,train
112526,train
146527,train
206370,train
95,train
115013,train
185991,train
194857,train
30892,train
41232,train
218777,train
143923,train
28617,train
124253,train
137617,train
170900,train
215181,train
144489,train
212390,train
166679,train
135595,train
167359,train
110906,train
25156,train
115221,train
198722,train
203247,train
88050,train
34807,train
195141,train
155163,train
143833,train
64244,train
43056,train
74213,train
192393,train
15167,train
209727,train
48538,train
108195,train
82294,train
133135,train
134578,train
176453,train
163827,train
38625,train
160957,train
117569,train
82229,train
27060,train
52610,train
160255,train
185976,train
139024,train
39059,train
197014,train
11273,train
18936,train
119277,train
52299,train
15447,train
217738,train
195910,train
211959,train
9047,train
18239,train
132220,train
71334,train
180131,train
121185,train
195320,train
142096,train
43290,train
30147,train
184039,train
160012,train
223336,train
210877,train
169945,train
211532,train
153687,train
797,train
222802,train
155341,train
86160,train
31740,train
139761,train
135639,train
161824,train
71900,train
10384,train
196981,train
92560,train
6470,train
15942,train
186373,train
199178,train
168844,train
96235,train
167316,train
117618,train
89434,train
191165,train
213297,train
42478,train
146991,train
51179,train
218095,train
24841,train
207520,train
31262,train
42842,train
125914,train
151518,train
71022,train
41640,train
195026,train
191500,train
8211,train
188366,train
154130,train
170358,train
15052,train
147941,train
26350,train
155785,train
92543,train
36104,train
105342,train
204423,train
153886,train
5065,train
196837,train
58473,train
41118,train
162856,train
113487,train
207876,train
174611,train
215392,train
185078,train
4467,train
212526,train
207648,train
78693,train
153538,train
202097,train
59603,train
173662,train
92067,train
50028,train
155473,train
201310,train
210725,train
89436,train
165168,train
204597,train
193892,train
195709,train
94207,train
42790,train
158722,train
165169,train
125135,train
93646,train
112801,train
115315,train
86983,train
