index,split
189786,train
188365,train
211499,train
82594,train
219354,train
222925,train
202583,train
50048,train
189710,train
156015,train
29283,train
46974,train
193394,train
217481,train
195621,train
220008,train
193347,train
89076,train
154444,train
56279,train
151990,train
222630,train
28165,train
12085,train
159428,train
132626,train
120118,train
213261,train
138128,train
3759,train
83740,train
64088,train
78168,train
204913,train
205415,train
223284,train
18707,train
166709,train
128972,train
181018,train
48418,train
18364,train
182619,train
61816,train
211464,train
102259,train
19831,train
50780,train
11649,train
200975,train
204683,train
121692,train
97280,train
95136,train
160445,train
92254,train
16290,train
2321,train
2639,train
104798,train
140578,train
163344,train
14552,train
222462,train
35249,train
210740,train
72694,train
72164,train
198474,train
220462,train
208304,train
4156,train
210178,train
163821,train
120846,train
196207,train
157526,train
215710,train
72143,train
144032,train
61760,train
176316,train
200375,train
197014,train
42651,train
201181,train
178195,train
209871,train
220542,train
54879,train
111818,train
25710,train
117445,train
71300,train
217319,train
191927,train
203813,train
74126,train
209515,train
105666,train
186698,train
207774,train
181135,train
42529,train
198811,train
14442,train
92793,train
204277,train
218932,train
137700,train
212740,train
178425,train
204938,train
55328,train
190775,train
8602,train
98620,train
210348,train
120544,train
31653,train
215113,train
206532,train
29220,train
172559,train
27120,train
129365,train
190302,train
221094,train
135931,train
188802,train
7043,train
162527,train
103222,train
164559,train
9055,train
78790,train
147486,train
181202,train
208750,train
29475,train
203635,train
157205,train
9663,train
44338,train
157042,train
211585,train
96528,train
20553,train
65241,train
135881,train
57947,train
173189,train
56580,train
115087,train
46390,train
30591,train
206428,train
4070,train
56271,train
50556,train
96916,train
117657,train
201310,train
163931,train
44781,train
4466,train
193652,train
72776,train
56979,train
105940,train
90528,train
218896,train
219604,train
199515,train
75553,train
106912,train
193389,train
217895,train
190315,train
209249,train
134949,train
186622,train
39184,train
117518,train
79865,train
46340,train
91844,train
193179,train
162115,train
193333,train
192874,train
68289,train
33716,train
98580,train
67677,train
4813,train
24120,train
147939,train
211457,train
72236,train
197678,train
81223,train
36051,train
115680,train
195721,train
43319,train
29682,train
198387,train
49910,train
160669,train
11504,train
176437,train
157084,train
158014,train
202881,train
185976,train
62932,train
60302,train
209177,train
206166,train
82692,train
19322,train
184153,train
157119,train
185308,train
165155,train
69721,train
209201,train
220694,train
48901,train
31912,train
143923,train
189333,train
222202,train
176199,train
220387,train
165338,train
52299,train
137259,train
217199,train
213657,train
209668,train
199238,train
66310,train
221484,train
5349,train
100045,train
176229,train
116509,train
207520,train
169903,train
212290,train
175133,train
187410,train
193458,train
82509,train
198833,train
102532,train
201404,train
133492,train
189914,train
157308,train
34319,train
186233,train
88977,train
56134,train
137845,train
199450,train
155246,train
111136,train
211504,train
90203,train
96269,train
45690,train
222690,train
119589,train
87968,train
215432,train
191620,train
89743,train
3445,train
195034,train
43942,train
14082,train
43860,train
151625,train
12978,train
222576,train
213713,train
211235,train
205392,train
21843,train
108124,train
82750,train
121272,train
187205,train
200613,train
158169,train
70712,train
98221,train
208199,train
198186,train
50914,train
217850,train
206080,train
42087,train
84775,train
219728,train
75103,train
204940,train
81641,train
57156,train
192279,train
5285,train
141624,train
210175,train
209870,train
189904,train
96843,train
214058,train
219919,train
202267,train
173928,train
92094,train
15968,train
109474,train
88133,train
20334,train
208450,train
137642,train
85629,train
181895,train
220099,train
211838,train
200997,train
58162,train
98627,train
220939,train
106358,train
215007,train
57855,train
215927,train
175350,train
113603,train
82343,train
203999,train
126278,train
111309,train
222600,train
209948,train
165463,train
62149,train
53763,train
165713,train
116457,train
63479,train
69904,train
9662,train
54999,train
161544,train
92851,train
189961,train
216750,train
166792,train
169507,train
74577,train
126183,train
216467,train
37214,train
36947,train
190405,train
170558,train
169255,train
134995,train
533,train
8250,train
73383,train
192737,train
87986,train
17739,train
215186,train
139596,train
23192,train
127800,train
212798,train
4263,train
105815,train
53105,train
56994,train
220317,train
133664,train
38765,train
184353,train
205087,train
96678,train
205817,train
197135,train
166565,train
31932,train
8848,train
131878,train
86206,train
215831,train
126665,train
33812,train
125210,train
215286,train
42589,train
165209,train
188505,train
109981,train
22502,train
159497,train
125600,train
210662,train
113520,train
191707,train
6249,train
203860,train
78520,train
191280,train
24150,train
223336,train
149820,train
116973,train
13296,train
218530,train
223123,train
190540,train
83450,train
192391,train
69284,train
189736,train
161707,train
152631,train
95914,train
28738,train
96583,train
175782,train
53648,train
53953,train
106683,train
49794,train
14511,train
194358,train
24677,train
104841,train
94375,train
195292,train
221573,train
80182,train
76433,train
209925,train
139689,train
221351,train
42626,train
11770,train
217585,train
61557,train
219714,train
204563,train
221836,train
27733,train
188186,train
9611,train
200817,train
162450,train
184184,train
102080,train
199315,train
218151,train
17078,train
63960,train
191526,train
202641,train
208525,train
206232,train
170460,train
200852,train
216297,train
30147,train
221819,train
160447,train
210791,train
86708,train
109360,train
10894,train
82150,train
178614,train
218792,train
116157,train
189875,train
70198,train
134578,train
217284,train
45985,train
102955,train
184478,train
161328,train
172829,train
93502,train
208448,train
219646,train
89035,train
209253,train
125685,train
114981,train
175866,train
217977,train
96639,train
186563,train
199026,train
222410,train
65122,train
160602,train
36147,train
153635,train
201213,train
67904,train
33407,train
58165,train
33924,train
105835,train
198063,train
51699,train
215644,train
150124,train
16639,train
208273,train
20355,train
223273,train
28560,train
140589,train
192577,train
120768,train
192792,train
12948,train
186297,train
183685,train
115488,train
157504,train
120157,train
142096,train
188110,train
178729,train
156669,train
130215,train
26252,train
26350,train
196952,train
113818,train
221966,train
7955,train
220165,train
93399,train
210010,train
202654,train
148768,train
30890,train
199517,train
125004,train
214104,train
74261,train
192406,train
67006,train
26743,train
160956,train
217887,train
81748,train
108308,train
203709,train
219247,train
123274,train
205944,train
141580,train
206666,train
218481,train
211923,train
94292,train
71340,train
37999,train
172316,train
204106,train
212682,train
83198,train
166677,train
184581,train
211812,train
37690,train
200971,train
275,train
130452,train
207120,train
128585,train
4726,train
206257,train
154645,train
181182,train
48949,train
138773,train
53057,train
189301,train
97287,train
109532,train
197650,train
22325,train
5065,train
70744,train
184678,train
94507,train
97263,train
39457,train
162020,train
213205,train
108531,train
192711,train
91945,train
126188,train
164767,train
187150,train
217235,train
45362,train
19827,train
14133,train
219970,train
209638,train
131493,train
9403,train
204648,train
169406,train
169679,train
114720,train
165251,train
52635,train
19643,train
79669,train
55207,train
103235,train
189405,train
183256,train
208515,train
214091,train
13641,train
132523,train
14986,train
207966,train
150717,train
54220,train
222263,train
220119,train
87614,train
208992,train
54874,train
31012,train
177720,train
109081,train
43490,train
120083,train
24921,train
57733,train
162425,train
7675,train
33792,train
37668,train
141007,train
125241,train
191181,train
94732,train
140591,train
62720,train
124434,train
175305,train
8351,train
154570,train
121178,train
15514,train
172308,train
140847,train
45084,train
62193,train
217435,train
127198,train
207977,train
211740,train
41537,train
212125,train
100991,train
63740,train
76226,train
46967,train
212467,train
216949,train
88472,train
13051,train
103687,train
223322,train
202806,train
121282,train
38806,train
106812,train
183810,train
210284,train
217804,train
138929,train
101173,train
205072,train
187014,train
159059,train
90327,train
69247,train
61558,train
155573,train
8650,train
92603,train
78459,train
216636,train
84819,train
22234,train
60970,train
167851,train
78683,train
46014,train
217799,train
205569,train
3916,train
205185,train
94529,train
80122,train
110419,train
122962,train
191563,train
62292,train
207069,train
217770,train
193080,train
6144,train
97519,train
164793,train
26424,train
66089,train
220483,train
191048,train
98273,train
185570,train
3744,train
4116,train
56209,train
39590,train
83531,train
116547,train
143005,train
146260,train
82420,train
29063,train
114543,train
166938,train
207384,train
142985,train
7660,train
117850,train
22057,train
84972,train
10787,train
207142,train
170668,train
7009,train
12771,train
223254,train
185483,train
131095,train
215538,train
66248,train
7655,train
166369,train
209236,train
68567,train
212222,train
4380,train
209188,train
185991,train
171144,train
159189,train
180851,train
219388,train
222835,train
209425,train
102995,train
9061,train
184830,train
131742,train
94389,train
195320,train
207041,train
2700,train
145696,train
149996,train
69932,train
62161,train
207625,train
198141,train
175862,train
137654,train
221163,train
48004,train
74394,train
195254,train
68315,train
207038,train
3510,train
205607,train
214515,train
157895,train
76582,train
12075,train
220916,train
114526,train
98231,train
111446,train
215951,train
69067,train
200723,train
178994,train
156499,train
111110,train
87827,train
153607,train
218463,train
40565,train
3593,train
180233,train
121280,train
203901,train
211577,train
58229,train
210315,train
15120,train
199079,train
42862,train
221600,train
104565,train
30622,train
23372,train
205457,train
195026,train
156301,train
78463,train
44084,train
93391,train
123663,train
181048,train
204592,train
81580,train
162771,train
179346,train
221772,train
171797,train
91526,train
122997,train
172472,train
122847,train
158298,train
59701,train
91948,train
77164,train
206795,train
62980,train
121181,train
210113,train
180495,train
79539,train
183158,train
186423,train
158427,train
51175,train
124663,train
122137,train
169485,train
139287,train
159296,train
64234,train
55426,train
113085,train
171120,train
75442,train
60931,train
219219,train
169022,train
218623,train
28346,train
51845,train
206842,train
57380,train
72927,train
99013,train
113041,train
130381,train
196050,train
205151,train
212880,train
3554,train
157129,train
206273,train
39031,train
15850,train
66257,train
127756,train
189949,train
202661,train
108278,train
222669,train
214483,train
222175,train
193358,train
22455,train
220114,train
74703,train
117538,train
95866,train
145936,train
204744,train
79609,train
35353,train
215147,train
7080,train
147923,train
46797,train
51030,train
62670,train
160011,train
142491,train
25203,train
212219,train
7662,train
174610,train
223345,train
102853,train
42112,train
7404,train
31740,train
143022,train
82925,train
55844,train
24811,train
215884,train
40030,train
196316,train
165664,train
49330,train
70073,train
15029,train
107961,train
58798,train
159967,train
163317,train
146852,train
165937,train
50892,train
194426,train
55288,train
206890,train
64378,train
120592,train
216589,train
134456,train
94909,train
50437,train
76513,train
134026,train
185156,train
39501,train
185441,train
27674,train
191850,train
189616,train
93998,train
182978,train
58223,train
198199,train
1117,train
26653,train
103526,train
87918,train
7302,train
151518,train
158267,train
75178,train
93401,train
94205,train
17695,train
123726,train
100723,train
60099,train
202674,train
204689,train
101843,train
138198,train
37904,train
208361,train
36050,train
117661,train
177921,train
22496,train
219330,train
66099,train
139988,train
202519,train
215405,train
209251,train
69882,train
219832,train
120606,train
69595,train
64123,train
193136,train
204181,train
165834,train
220528,train
210619,train
214482,train
46621,train
32076,train
132442,train
106012,train
132071,train
127591,train
219599,train
6550,train
91950,train
204179,train
106179,train
46049,train
39166,train
79943,train
58449,train
2330,train
145198,train
122968,train
168532,train
142008,train
150394,train
219138,train
130456,train
121052,train
112808,train
116225,train
70443,train
204905,train
197793,train
128338,train
175565,train
30092,train
140285,train
36175,train
141419,train
80683,train
93320,train
111653,train
22935,train
69069,train
192682,train
220735,train
49907,train
220940,train
184102,train
175581,train
139128,train
213411,train
198395,train
90886,train
62419,train
157184,train
34805,train
195418,train
208932,train
171269,train
20755,train
193415,train
144362,train
176224,train
188875,train
93897,train
124822,train
150118,train
97364,train
192893,train
136925,train
206017,train
176707,train
49524,train
115967,train
127572,train
213809,train
5463,train
19970,train
218858,train
120702,train
77228,train
52263,train
69599,train
143175,train
209772,train
5271,train
8286,train
59226,train
182531,train
134261,train
220043,train
181238,train
59364,train
220630,train
125674,train
70196,train
31297,train
180028,train
165050,train
84199,train
192746,train
73660,train
64201,train
194871,train
190809,train
47860,train
221740,train
78174,train
52807,train
220073,train
220639,train
197583,train
48208,train
157208,train
125654,train
200305,train
221585,train
181510,train
219430,train
194596,train
68738,train
199177,train
101139,train
16617,train
38012,train
186677,train
127227,train
1679,train
81006,train
109521,train
7034,train
72815,train
201395,train
220826,train
52211,train
2804,train
37277,train
66962,train
210163,train
101330,train
107468,train
32929,train
17486,train
106274,train
117400,train
35349,train
113913,train
190528,train
164002,train
219631,train
182207,train
125793,train
197753,train
135872,train
196960,train
21722,train
13973,train
197365,train
60802,train
131651,train
125422,train
76859,train
197862,train
68976,train
199768,train
197737,train
139956,train
165168,train
32987,train
178837,train
198348,train
10060,train
36675,train
202762,train
56072,train
212745,train
186372,train
204232,train
39431,train
83724,train
172644,train
215632,train
200958,train
206538,train
219722,train
86890,train
172014,train
210691,train
193498,train
25047,train
217453,train
215392,train
168994,train
184300,train
130488,train
185078,train
70389,train
221390,train
220285,train
210831,train
193348,train
220446,train
142549,train
33722,train
68298,train
98152,train
11458,train
22213,train
18267,train
40302,train
211514,train
35190,train
94791,train
26308,train
165578,train
177514,train
74881,train
87520,train
9047,train
26808,train
160882,train
59601,train
82227,train
214049,train
28347,train
55417,train
142496,train
173617,train
121242,train
189261,train
197284,train
21052,train
28180,train
193424,train
115511,train
70344,train
219982,train
102058,train
221044,train
111289,train
148605,train
177206,train
86615,train
39116,train
69254,train
153259,train
113708,train
191443,train
193605,train
135723,train
174966,train
216498,train
177896,train
70641,train
182518,train
222295,train
210351,train
189692,train
136773,train
157921,train
26142,train
191678,train
26243,train
187589,train
26793,train
165784,train
48981,train
223264,train
184640,train
190158,train
179755,train
16344,train
135595,train
4913,train
33040,train
198211,train
187221,train
201047,train
211143,train
4516,train
170356,train
10020,train
189716,train
150259,train
190172,train
47962,train
198622,train
140934,train
131667,train
190744,train
90536,train
97518,train
178412,train
216694,train
202062,train
64244,train
113081,train
160938,train
27144,train
215497,train
141690,train
68144,train
211959,train
16960,train
131153,train
115013,train
93388,train
211428,train
105472,train
190066,train
208529,train
63633,train
221397,train
168541,train
113553,train
117536,train
125060,train
220521,train
207380,train
1719,train
104624,train
167328,train
201405,train
114053,train
42478,train
30610,train
111089,train
222596,train
215449,train
165017,train
55937,train
117534,train
124729,train
204006,train
73864,train
217771,train
163877,train
27142,train
147167,train
38713,train
30178,train
197254,train
112082,train
130785,train
82007,train
32153,train
219320,train
172030,train
75919,train
191100,train
61965,train
95216,train
81703,train
138805,train
179178,train
99105,train
216572,train
116095,train
134059,train
214909,train
15164,train
204366,train
64380,train
202391,train
65136,train
190088,train
201241,train
62544,train
188911,train
4365,train
95692,train
106979,train
70755,train
221058,train
65273,train
207070,train
60492,train
204321,train
120740,train
219750,train
18910,train
40135,train
204859,train
117618,train
86160,train
116598,train
20785,train
212212,train
134934,train
6547,train
124510,train
18921,train
108620,train
207931,train
25063,train
17976,train
147860,train
58130,train
177368,train
105098,train
220532,train
32687,train
220414,train
203776,train
221251,train
51072,train
209738,train
184037,train
97987,train
46459,train
211071,train
118687,train
27928,train
7734,train
112879,train
122462,train
152759,train
217425,train
219455,train
24248,train
52554,train
101771,train
191582,train
221023,train
120735,train
170899,train
82788,train
166432,train
108636,train
222189,train
15451,train
194685,train
150482,train
175095,train
197323,train
216900,train
220936,train
64143,train
222823,train
177805,train
222546,train
211892,train
75276,train
208388,train
197025,train
207645,train
220650,train
69995,train
210877,train
41476,train
115090,train
97856,train
219381,train
49674,train
221231,train
120319,train
79634,train
204465,train
208668,train
172285,train
25154,train
139432,train
19403,train
140355,train
27048,train
96223,train
198326,train
134824,train
64806,train
201123,train
64818,train
88701,train
38331,train
28975,train
205175,train
173402,train
71305,train
74674,train
185122,train
217620,train
167098,train
218173,train
149740,train
82979,train
222846,train
729,train
115153,train
127659,train
104845,train
161883,train
212604,train
122276,train
101704,train
46545,train
61763,train
140136,train
99499,train
205264,train
3652,train
125774,train
129190,train
220289,train
80567,train
47714,train
54421,train
130861,train
82978,train
202891,train
93866,train
185486,train
204810,train
215180,train
49038,train
10444,train
218560,train
222932,train
130406,train
42606,train
68225,train
212896,train
42433,train
205120,train
208370,train
47114,train
93934,train
91801,train
203892,train
221906,train
31854,train
207672,train
207683,train
139223,train
87371,train
130320,train
217923,train
111166,train
217524,train
198722,train
3230,train
186595,train
123939,train
214832,train
191310,train
192507,train
130131,train
157136,train
203910,train
216123,train
124338,train
207652,train
212926,train
6478,train
211737,train
47162,train
82226,train
69345,train
179537,train
57688,train
3171,train
204133,train
221916,train
215181,train
41991,train
40409,train
24071,train
131085,train
214494,train
218790,train
217630,train
214143,train
179521,train
15246,train
96840,train
44718,train
11942,train
27170,train
150427,train
136903,train
134929,train
115146,train
15352,train
217304,train
183055,train
97773,train
1439,train
87716,train
64575,train
84160,train
6178,train
167309,train
167382,train
157688,train
31262,train
24841,train
55250,train
10356,train
21511,train
197008,train
123098,train
120423,train
221526,train
207445,train
206328,train
115004,train
180675,train
38447,train
175048,train
211613,train
174442,train
110155,train
63258,train
60256,train
191484,train
76587,train
215556,train
217494,train
35056,train
175976,train
6669,train
13942,train
76006,train
217113,train
195014,train
83632,train
220383,train
193164,train
89664,train
71708,train
16994,train
173147,train
211915,train
34767,train
129446,train
148122,train
199803,train
61088,train
137207,train
164282,train
173105,train
94243,train
115249,train
25832,train
16760,train
58876,train
93503,train
218777,train
210925,train
220133,train
207083,train
140718,train
202890,train
175368,train
185324,train
86527,train
220488,train
159411,train
72226,train
135102,train
131909,train
214593,train
20701,train
9257,train
193104,train
66715,train
121357,train
215041,train
169709,train
94293,train
78060,train
68584,train
156227,train
128802,train
89890,train
60541,train
38623,train
223310,train
215878,train
98560,train
149851,train
45570,train
212481,train
217563,train
214597,train
191063,train
159037,train
221007,train
1458,train
35947,train
201696,train
3060,train
135639,train
206380,train
213583,train
198813,train
113562,train
67822,train
176372,train
36243,train
48095,train
150747,train
55099,train
133612,train
135622,train
158943,train
25792,train
194504,train
162959,train
51692,train
22140,train
209198,train
75699,train
124752,train
162569,train
142716,train
43240,train
210550,train
74274,train
137057,train
33153,train
191725,train
85610,train
165831,train
197071,train
186005,train
14995,train
189185,train
151653,train
211230,train
204918,train
207969,train
170370,train
176215,train
76756,train
172530,train
206641,train
205301,train
215975,train
208628,train
64773,train
214411,train
193918,train
222294,train
18929,train
201875,train
102644,train
187743,train
213306,train
122061,train
166636,train
178843,train
50133,train
151332,train
206855,train
19143,train
73760,train
210610,train
192805,train
171919,train
198797,train
72196,train
121643,train
137879,train
51960,train
96021,train
103135,train
215998,train
211329,train
207687,train
215428,train
115219,train
1253,train
213330,train
66773,train
68877,train
53294,train
206495,train
30643,train
196340,train
219915,train
77138,train
61445,train
139131,train
212688,train
188959,train
182182,train
76391,train
95174,train
113653,train
184285,train
192381,train
155677,train
171237,train
61521,train
45512,train
204144,train
162220,train
106434,train
221607,train
117530,train
82630,train
133692,train
216540,train
216881,train
174834,train
188523,train
222035,train
152859,train
41459,train
94043,train
196650,train
120656,train
218051,train
12272,train
194102,train
174103,train
208175,train
152610,train
83375,train
169155,train
21789,train
64144,train
81502,train
5064,train
166979,train
53515,train
133579,train
80206,train
222349,train
206118,train
87697,train
61254,train
177960,train
218331,train
216978,train
184543,train
47650,train
109216,train
182519,train
136904,train
133935,train
219335,train
219344,train
134022,train
61795,train
32782,train
91520,train
44578,train
182545,train
44484,train
205643,train
191536,train
169945,train
199125,train
147996,train
209122,train
119874,train
199574,train
10869,train
112757,train
84382,train
48817,train
134831,train
125055,train
206039,train
107998,train
118172,train
81611,train
48967,train
77688,train
35336,train
29554,train
222507,train
36473,train
140930,train
92262,train
73231,train
164757,train
32945,train
106054,train
80152,train
165405,train
217066,train
210589,train
216061,train
135010,train
206444,train
96211,train
203606,train
160041,train
30077,train
4148,train
203206,train
180024,train
89360,train
223013,train
193268,train
35100,train
34013,train
21732,train
21005,train
212657,train
187732,train
82751,train
174198,train
181386,train
209598,train
42569,train
209835,train
85666,train
29415,train
208032,train
190613,train
216984,train
10618,train
189179,train
2742,train
132395,train
52639,train
85103,train
97433,train
50098,train
209229,train
146121,train
119191,train
219905,train
220933,train
153898,train
127310,train
60405,train
21694,train
5307,train
140919,train
84263,train
121138,train
92756,train
210243,train
83350,train
20892,train
79541,train
103739,train
42880,train
132573,train
57990,train
208188,train
93938,train
42217,train
168725,train
139897,train
144917,train
23072,train
207453,train
212292,train
157546,train
139365,train
173413,train
171460,train
113564,train
211617,train
148610,train
209809,train
70011,train
178117,train
143687,train
220704,train
146816,train
28058,train
67860,train
114664,train
101289,train
16832,train
190169,train
221031,train
91126,train
138563,train
3750,train
116776,train
11295,train
24418,train
109230,train
219462,train
47518,train
213349,train
130486,train
9065,train
61328,train
105589,validate
93328,validate
96581,validate
213134,validate
139055,validate
223271,validate
216855,validate
195790,validate
3712,validate
79497,validate
59889,validate
188131,validate
153627,validate
129162,validate
185004,validate
21407,validate
174801,validate
99217,validate
214861,validate
201003,validate
70345,validate
130188,validate
197090,validate
7657,validate
217840,validate
51994,validate
160870,validate
194337,validate
31582,validate
55385,validate
5205,validate
205673,validate
120097,validate
110276,validate
115932,validate
162782,validate
24006,validate
158119,validate
130454,validate
160702,validate
28373,validate
212545,validate
108258,validate
110317,validate
114584,validate
36269,validate
221313,validate
222490,validate
208246,validate
71826,validate
12550,validate
162440,validate
177271,validate
107718,validate
151488,validate
9211,validate
167770,validate
24424,validate
45402,validate
52101,validate
68789,validate
108877,validate
2121,validate
125809,validate
6007,validate
202401,validate
183162,validate
134433,validate
126401,validate
170211,validate
141697,validate
117902,validate
153671,validate
79097,validate
32989,validate
111532,validate
22764,validate
117629,validate
204790,validate
104442,validate
103652,validate
208078,validate
9851,validate
149426,validate
156310,validate
66425,validate
201806,validate
103661,validate
196439,validate
155242,validate
112417,validate
155339,validate
196427,validate
66037,validate
182669,validate
20022,validate
110579,validate
109816,validate
127495,validate
216998,validate
208398,validate
177403,validate
74780,validate
192887,validate
153443,validate
142227,validate
194887,validate
40240,validate
193725,validate
173118,validate
184449,validate
130528,validate
187953,validate
143054,validate
203277,validate
158590,validate
169644,validate
88050,validate
33867,validate
126184,validate
175310,validate
151748,validate
219439,validate
207872,validate
97850,validate
190027,validate
212684,validate
165780,validate
140344,validate
19097,validate
95633,validate
197708,validate
185440,validate
140392,validate
53940,validate
206121,validate
38721,validate
105820,validate
108033,validate
130061,validate
90525,validate
215274,validate
195666,validate
97138,validate
196476,validate
141291,validate
127625,validate
168391,validate
101866,validate
201235,validate
196561,validate
185663,validate
60258,validate
33773,validate
191165,validate
63883,validate
40447,validate
124227,validate
98643,validate
220928,validate
221657,validate
210661,validate
190026,validate
137082,validate
84459,validate
61041,validate
208085,validate
1878,validate
19333,validate
74042,validate
86490,validate
75818,validate
45507,validate
99705,validate
196647,validate
215536,validate
208217,validate
141867,validate
124491,validate
68742,validate
202464,validate
208432,validate
138436,validate
113715,validate
160260,validate
86057,validate
198812,validate
217032,validate
55554,validate
4705,validate
219677,validate
218143,validate
7140,validate
179663,validate
181117,validate
93563,validate
219004,validate
38175,validate
55270,validate
67162,validate
112938,validate
128788,validate
220124,validate
27056,validate
138936,validate
141996,validate
61606,validate
214114,validate
192220,validate
70779,validate
42519,validate
18079,validate
218946,validate
113046,validate
93253,validate
133615,validate
142753,validate
218596,validate
179989,validate
163827,validate
129192,validate
172303,validate
74211,validate
140025,validate
222343,validate
9745,validate
16939,validate
208504,validate
129026,validate
72749,validate
92067,validate
101973,validate
125135,validate
749,validate
183145,validate
200088,validate
178864,validate
80986,validate
218569,validate
163675,validate
6592,validate
166555,validate
964,validate
34768,validate
79665,validate
28323,validate
205354,validate
176281,validate
217846,validate
124531,validate
108234,validate
199328,validate
211542,validate
50025,validate
76880,validate
153538,validate
142479,validate
118312,validate
94754,validate
178981,validate
139145,validate
55479,validate
158328,validate
179966,validate
46919,validate
6688,validate
55251,validate
89139,validate
38115,validate
8306,validate
73839,validate
201069,validate
15550,validate
221987,validate
92593,validate
209080,validate
36433,validate
122228,validate
177826,validate
82744,validate
110032,validate
212390,validate
184299,validate
200638,validate
68440,validate
202869,validate
221302,validate
50550,validate
123236,validate
203468,validate
51179,test
103573,test
170630,test
215907,test
128535,test
120121,test
191884,test
109033,test
214531,test
187930,test
198831,test
22096,test
187263,test
73285,test
171974,test
21875,test
200993,test
112517,test
120461,test
125170,test
120202,test
212438,test
191068,test
194471,test
132304,test
121049,test
209953,test
210714,test
79412,test
137268,test
191043,test
164542,test
212163,test
45501,test
222197,test
210319,test
209246,test
92532,test
95896,test
151346,test
164085,test
48785,test
180411,test
125298,test
38618,test
81085,test
60409,test
222140,test
78689,test
100316,test
138540,test
17209,test
215986,test
209072,test
200816,test
67566,test
222378,test
220516,test
187724,test
202797,test
69620,test
143254,test
5228,test
215562,test
120977,test
21710,test
22204,test
208732,test
218456,test
96635,test
66388,test
217774,test
2276,test
192471,test
121650,test
172873,test
70211,test
220080,test
204402,test
15351,test
209678,test
39485,test
125296,test
108810,test
37078,test
185398,test
168334,test
209386,test
201614,test
213830,test
86235,test
99936,test
65276,test
177065,test
217346,test
206759,test
223195,test
223267,test
108553,test
41297,test
89002,test
140129,test
11872,test
22702,test
46401,test
134063,test
217340,test
41117,test
198479,test
78557,test
106475,test
9545,test
128229,test
198570,test
180793,test
193093,test
84478,test
143189,test
109031,test
13405,test
176379,test
20368,test
37713,test
208784,test
85926,test
155918,test
92794,test
110285,test
